,online_order,book_table,rate,votes,location,rest_type,cuisines,cost,menu_item
1168,1,0,3.9,385,28,62,1476,600.0,5047
1171,1,0,4.0,1305,28,20,625,750.0,5047
1172,1,0,3.0,122,3,20,609,500.0,5047
1177,1,0,4.3,539,28,62,617,300.0,5047
1179,1,1,3.9,681,3,20,1274,800.0,5047
1181,1,0,3.8,106,28,29,306,350.0,5047
1182,1,1,4.1,1025,3,20,1156,1000.0,5047
1185,1,0,3.6,132,3,12,1652,250.0,5047
1187,1,0,4.2,289,3,62,6,400.0,5047
1188,1,0,3.9,407,28,20,1196,500.0,5047
1190,1,0,3.9,201,3,62,1196,250.0,5047
1192,1,0,3.7,37,3,13,359,400.0,5047
1193,1,0,4.1,203,28,65,366,650.0,314
1194,1,0,3.1,320,28,20,1384,600.0,5047
1195,1,1,3.8,257,3,20,73,800.0,5047
1201,1,0,3.8,46,28,62,1465,450.0,5047
1203,1,0,3.9,102,3,13,352,450.0,5047
1204,1,1,4.2,237,28,22,349,600.0,5047
1205,1,0,3.7,108,3,62,1084,600.0,5047
1206,1,0,3.9,34,28,20,1091,750.0,5047
1210,1,0,3.2,144,3,62,1218,350.0,2461
1213,1,1,4.2,1028,28,21,614,1100.0,5047
1214,1,0,3.8,84,3,29,38,600.0,3885
1222,1,0,4.0,181,28,20,1214,550.0,5047
1224,1,0,4.0,128,0,30,949,230.0,3240
1225,1,0,3.8,171,28,62,1156,250.0,5047
1230,1,0,3.9,200,28,62,1087,400.0,5047
1232,1,0,3.0,114,3,20,521,1000.0,5047
1240,1,0,3.8,146,28,20,521,600.0,5047
1245,1,0,4.2,248,0,32,210,500.0,381
1249,1,1,4.1,583,28,21,688,1200.0,5047
1250,1,0,3.7,42,28,62,1196,500.0,5047
1253,1,0,3.7,171,3,13,332,300.0,5047
1258,1,0,3.7,79,28,62,826,500.0,5047
1261,1,0,3.7,46,28,13,318,450.0,5047
1268,0,0,4.2,1278,3,20,43,800.0,5047
1269,1,0,3.4,276,0,66,1455,250.0,5047
1272,1,0,3.1,64,28,20,1554,750.0,5047
1273,1,0,4.0,69,0,30,773,300.0,5047
1274,1,0,3.7,288,46,62,1196,500.0,3537
1276,1,0,4.3,676,3,45,772,500.0,5047
1277,1,0,4.1,140,28,62,1547,100.0,5047
1278,1,0,4.0,65,28,9,217,600.0,4490
1281,1,1,4.1,448,28,20,695,700.0,5047
1282,1,0,4.0,203,0,14,350,500.0,5047
1294,1,0,3.1,166,3,62,1219,600.0,5047
1296,1,1,4.1,1320,28,20,1222,1200.0,5047
1304,1,0,4.0,116,28,20,604,400.0,5047
1308,1,0,4.4,288,3,12,217,400.0,5047
1309,1,0,2.7,85,28,13,496,500.0,5047
1314,1,0,3.9,124,0,62,1196,400.0,5047
1315,1,0,3.6,323,3,41,1476,800.0,5047
1318,1,0,3.7,51,3,62,1156,300.0,5047
1319,1,0,4.2,229,28,20,1296,1000.0,5047
1322,1,0,2.8,102,3,62,1196,350.0,5047
1323,1,0,4.0,76,28,62,1023,150.0,5047
1326,1,0,3.9,42,28,30,817,250.0,5047
1328,1,0,3.9,239,28,30,789,500.0,5047
1340,1,0,3.7,55,28,62,1620,200.0,5047
1345,1,0,3.9,178,28,30,767,400.0,5047
1352,1,0,3.4,224,3,62,1059,400.0,5047
1356,1,0,3.9,199,0,62,1451,300.0,5047
1365,1,1,4.0,1010,28,58,882,1300.0,5047
1367,1,1,3.8,72,28,62,1496,400.0,5047
1372,0,1,4.1,1000,3,21,50,800.0,5047
1379,1,0,3.8,613,0,13,472,600.0,5047
1388,1,0,2.9,42,0,62,1432,250.0,5047
1390,1,0,3.7,194,0,62,1156,400.0,5047
1395,0,0,4.3,423,3,30,956,150.0,5047
1396,1,0,3.7,158,30,20,251,700.0,5047
1398,1,1,4.1,1403,28,26,1296,1100.0,971
1404,1,0,3.9,153,28,41,427,400.0,5047
1405,1,1,2.9,90,3,20,1449,800.0,5047
1409,1,0,3.1,140,0,20,1182,600.0,5047
1410,1,0,4.1,463,0,13,344,500.0,5047
1412,1,0,4.2,384,3,72,1465,600.0,4167
1420,0,0,4.0,177,3,62,1112,400.0,5047
1422,1,0,3.6,70,0,62,1248,350.0,2425
1423,1,1,4.0,790,28,20,696,1300.0,5047
1426,1,0,3.9,92,28,62,1602,300.0,5047
1427,0,0,4.1,131,3,69,1121,400.0,5047
1430,1,0,3.8,89,28,30,957,400.0,5047
1432,1,0,3.0,57,30,62,1329,400.0,5047
1433,1,0,3.8,92,3,41,674,1100.0,5047
1438,1,0,3.0,57,28,20,604,650.0,5047
1444,1,0,4.3,133,28,29,181,300.0,5047
1445,0,0,4.0,164,3,0,769,250.0,5047
1446,1,0,3.9,161,28,29,1209,500.0,3314
1456,1,0,4.0,308,30,13,388,750.0,5047
1459,1,0,2.6,208,28,20,602,650.0,5047
1464,1,0,3.4,116,3,20,1423,400.0,5047
1465,1,0,2.7,48,3,65,549,650.0,5047
1466,1,0,3.7,127,28,13,467,700.0,5047
1471,1,1,3.9,727,28,13,416,800.0,5047
1473,0,0,3.9,125,3,13,446,500.0,5047
1474,1,0,2.6,170,3,20,978,600.0,5047
1476,0,0,3.8,89,3,20,1196,550.0,5047
1477,1,0,4.0,507,28,19,460,1000.0,5047
1480,1,0,3.8,254,0,20,521,550.0,5047
1491,1,0,2.8,334,3,20,1196,500.0,5047
1494,0,0,3.8,69,3,14,350,700.0,5047
1502,1,1,4.1,842,28,21,1546,1100.0,2359
1504,1,0,4.0,88,28,0,181,500.0,5047
1505,1,0,3.5,283,0,62,206,350.0,5047
1509,1,1,4.1,293,28,20,938,500.0,5047
1515,0,0,2.9,106,3,20,1196,450.0,5047
1517,1,0,3.0,61,0,13,332,650.0,5047
1519,0,0,2.8,80,3,20,46,650.0,5047
1522,1,1,4.0,347,28,20,1295,1000.0,5047
1525,1,0,3.4,186,3,20,1598,450.0,5047
1529,0,0,4.0,93,3,72,181,800.0,5047
1532,0,0,2.4,183,3,29,1156,450.0,5047
1543,0,0,2.9,85,3,62,1615,250.0,5047
1548,0,0,3.4,66,3,20,590,800.0,5047
1560,0,0,2.9,58,3,62,203,250.0,5047
1562,0,0,3.6,162,3,20,1196,500.0,5047
1563,0,0,2.7,67,3,41,1451,300.0,5047
1570,0,0,2.2,90,3,20,1196,750.0,5047
1573,0,0,2.4,96,3,20,1292,500.0,5047
1642,1,0,4.0,101,3,20,1079,500.0,5047
1643,1,1,3.8,560,28,20,1156,800.0,5047
1644,1,0,3.7,243,28,20,286,450.0,5047
1646,1,0,3.2,148,3,62,1547,250.0,5047
1647,0,0,2.3,291,3,20,1600,250.0,5047
1649,1,1,3.9,1337,3,46,7,1700.0,5047
1654,0,0,4.0,65,3,30,956,200.0,5047
1664,1,0,3.6,43,28,20,583,600.0,5047
1667,1,0,3.7,46,0,20,1156,400.0,2416
1671,1,0,3.7,46,0,30,960,150.0,5047
1672,1,0,3.7,117,28,62,1156,150.0,5047
1673,1,1,4.4,2487,3,57,1343,900.0,5047
1676,1,0,3.2,66,3,20,1196,600.0,5047
1682,0,1,4.1,1187,28,26,979,1200.0,5047
1685,0,0,4.3,353,28,20,1416,1200.0,5047
1694,0,1,4.2,1212,28,20,1490,1200.0,5047
1695,1,0,3.7,115,0,20,565,550.0,5047
1696,1,0,4.1,952,28,20,1614,400.0,5047
1700,0,0,3.8,915,28,20,1156,600.0,5047
1701,1,0,3.7,135,0,20,1196,500.0,5047
1702,0,1,4.1,466,28,20,1064,700.0,5047
1704,0,0,3.8,115,28,62,1209,350.0,5047
1705,0,0,3.9,61,28,72,1052,400.0,5047
1708,0,0,3.9,86,28,30,949,250.0,5047
1710,0,0,4.0,193,28,20,1555,500.0,5047
1714,0,0,3.8,82,28,47,1472,1000.0,5047
1721,0,0,3.9,115,28,62,1547,200.0,5047
1722,0,0,3.7,28,0,20,1196,500.0,5047
1723,0,0,3.2,63,28,3,191,600.0,5047
1728,0,0,3.1,44,0,29,1196,500.0,5047
1735,0,0,3.5,65,28,20,1420,750.0,5047
1736,0,0,2.7,76,0,62,1196,500.0,5047
1737,0,0,2.6,75,0,62,1438,400.0,5047
1739,0,0,3.0,55,28,20,65,800.0,5047
1753,0,0,3.7,48,28,20,1335,800.0,5047
1754,0,0,2.9,39,28,72,857,500.0,5047
1798,1,0,3.9,193,28,20,1589,400.0,5047
1799,1,0,3.9,63,3,62,1487,200.0,5047
1815,1,0,3.8,186,28,13,339,500.0,5047
1816,1,0,3.3,28,3,72,282,400.0,5047
1832,0,0,4.3,423,3,30,956,150.0,5047
1833,0,0,4.0,102,3,0,175,400.0,5047
1834,0,0,4.1,131,3,69,1121,400.0,5047
1835,0,0,4.0,164,3,0,769,250.0,5047
1836,1,0,3.9,102,3,13,352,450.0,5047
1838,1,0,3.9,70,3,30,767,350.0,5047
1839,1,0,3.9,188,3,30,959,400.0,5047
1840,0,0,3.8,46,3,35,961,300.0,5047
1841,1,0,4.4,677,3,45,772,500.0,5047
1842,1,0,3.9,40,3,41,442,400.0,5047
1843,1,0,3.9,99,3,30,956,400.0,5047
1844,0,0,4.0,93,3,72,181,800.0,5047
1846,0,0,3.8,69,3,14,350,700.0,5047
1862,1,0,4.1,41,3,29,181,500.0,5047
1903,0,0,4.0,65,3,30,956,200.0,5047
1904,1,1,4.1,448,28,20,695,700.0,5047
1905,1,0,4.1,46,28,13,502,600.0,5047
1907,1,0,4.3,132,28,29,181,300.0,5047
1909,1,0,4.1,237,28,30,791,500.0,5047
1910,1,0,3.9,239,28,30,789,500.0,5047
1911,0,0,4.1,521,28,13,404,550.0,5047
1915,0,0,4.0,319,28,30,773,500.0,5047
1917,1,0,3.8,89,28,30,957,400.0,5047
1918,0,0,3.2,63,28,3,191,600.0,5047
1922,0,0,2.9,231,28,30,793,800.0,5047
1940,1,0,4.5,1179,0,29,930,500.0,5047
1948,1,0,3.6,796,3,20,286,550.0,5047
1949,1,1,3.8,500,3,20,1437,1000.0,5047
1950,1,1,3.9,681,3,20,1274,800.0,5047
1951,1,0,3.8,207,3,20,237,700.0,5047
1952,1,0,4.0,532,3,20,610,800.0,5047
1956,1,0,4.2,421,3,20,604,700.0,5047
1957,1,0,3.9,319,3,20,1196,650.0,5047
1958,1,1,4.1,1025,3,20,1156,1000.0,5047
1959,1,1,3.6,225,3,20,286,700.0,5047
1960,0,1,4.0,200,3,13,383,700.0,5047
1961,1,1,4.0,739,3,20,296,800.0,5047
1962,0,0,3.8,149,3,20,1058,400.0,5047
1963,1,0,3.9,102,3,13,352,450.0,5047
1964,1,0,3.7,110,3,20,43,800.0,5047
1966,1,0,3.7,171,3,13,332,300.0,5047
1967,1,0,3.7,37,3,13,359,400.0,5047
1974,1,1,3.9,1227,3,20,116,900.0,5047
1976,0,0,3.9,124,3,13,446,500.0,5047
1977,1,0,2.8,335,3,20,1196,500.0,5047
1978,1,0,3.9,49,3,13,332,600.0,5047
1980,0,0,3.8,89,3,20,1196,550.0,5047
1981,1,0,2.7,425,3,20,1597,400.0,5047
1982,1,0,4.0,101,3,20,1079,500.0,5047
1983,1,0,3.2,133,3,20,1209,500.0,5047
1985,0,0,2.7,160,3,20,604,850.0,5047
1987,1,0,3.4,186,3,20,1598,450.0,5047
1988,0,0,3.8,69,3,14,350,700.0,5047
1992,0,0,3.7,311,3,20,1355,400.0,5047
1994,1,0,4.4,288,3,12,217,400.0,5047
1995,1,1,3.5,551,3,20,1236,600.0,5047
1996,1,0,3.0,122,3,20,609,500.0,5047
2000,0,0,2.9,106,3,20,1196,450.0,5047
2001,0,1,2.9,200,3,20,602,1000.0,5047
2002,1,0,3.2,66,3,20,1196,600.0,5047
2003,0,0,2.8,80,3,20,46,650.0,5047
2013,1,0,2.6,170,3,20,978,600.0,5047
2017,0,0,3.4,66,3,20,590,800.0,5047
2022,0,0,3.6,162,3,20,1196,500.0,5047
2025,1,1,2.9,90,3,20,1449,800.0,5047
2028,0,0,2.2,90,3,20,1196,750.0,5047
2030,0,0,2.4,96,3,20,1292,500.0,5047
2041,1,0,3.4,116,3,20,1423,400.0,5047
2042,1,0,3.6,132,3,12,1652,250.0,5047
2046,1,0,3.8,55,3,62,1589,300.0,5047
2047,1,0,3.0,114,3,20,521,1000.0,5047
2048,0,0,2.3,291,3,20,1600,250.0,5047
2050,1,1,3.8,257,3,20,73,800.0,5047
2052,1,0,4.0,398,3,62,1589,400.0,5047
2054,0,0,4.0,177,3,62,1112,400.0,5047
2056,1,0,4.0,256,3,62,322,500.0,5047
2057,1,0,3.9,78,3,62,1156,400.0,5047
2058,1,0,3.8,312,3,62,1156,400.0,5047
2060,1,0,3.7,168,3,62,1110,600.0,5047
2061,0,0,4.1,315,3,62,1322,500.0,5047
2063,1,0,3.7,108,3,62,1084,600.0,5047
2064,1,0,3.7,314,3,62,1474,800.0,5047
2065,1,0,3.9,188,3,30,959,400.0,5047
2066,1,0,3.7,139,3,62,1268,400.0,5047
2069,1,0,3.8,472,3,62,323,600.0,5047
2071,1,0,3.8,369,3,62,322,400.0,5047
2072,0,0,3.9,197,3,62,1547,150.0,5047
2073,0,0,3.8,46,3,35,961,300.0,5047
2075,0,0,3.3,50,3,41,521,400.0,5047
2077,1,0,3.9,201,3,62,1196,250.0,5047
2083,1,0,4.2,289,3,62,6,400.0,5047
2085,1,0,3.2,144,3,62,1218,350.0,5047
2086,1,0,3.4,224,3,62,1059,400.0,5047
2091,1,0,3.1,166,3,62,1219,600.0,5047
2092,1,0,3.2,167,3,62,1507,600.0,5047
2096,1,0,4.0,597,3,62,1156,400.0,5047
2099,1,0,3.8,56,3,62,300,500.0,5047
2113,1,0,3.6,137,3,62,84,300.0,5047
2114,1,0,3.9,114,3,62,1190,500.0,5047
2116,1,0,3.9,75,3,62,1451,200.0,5047
2120,1,0,3.2,148,3,62,1547,250.0,5047
2121,1,0,2.4,204,3,62,1465,750.0,5047
2123,1,0,2.9,153,3,62,197,600.0,5047
2124,1,0,3.9,63,3,62,1487,200.0,5047
2125,1,0,2.7,48,3,65,549,650.0,5047
2127,1,0,3.8,170,3,62,1256,250.0,5047
2130,1,0,3.8,92,3,41,674,1100.0,5047
2132,1,0,2.8,102,3,62,1196,350.0,5047
2136,0,0,3.5,56,3,62,1587,400.0,5047
2147,0,0,2.9,85,3,62,1615,250.0,5047
2163,0,0,2.9,58,3,62,203,250.0,5047
2172,1,0,3.7,51,3,62,1156,300.0,5047
2211,1,0,4.0,212,3,62,1156,400.0,5047
2220,1,0,3.8,182,3,41,1181,600.0,5047
2222,1,0,2.4,158,3,62,1196,300.0,5047
2232,1,0,3.6,323,3,41,1476,800.0,5047
2234,1,0,3.1,175,3,62,42,250.0,5047
2241,0,0,4.5,2781,28,21,1170,1200.0,5047
2242,0,1,4.7,3844,28,20,1325,1600.0,5047
2243,0,0,4.3,353,28,20,1416,1200.0,5047
2244,1,1,4.4,4312,28,52,625,1600.0,5047
2245,0,1,4.3,1196,28,5,803,1500.0,5047
2246,0,1,4.6,311,28,20,1436,1300.0,5047
2247,0,1,4.2,1212,28,20,1490,1200.0,5047
2248,0,1,4.1,1235,28,20,1423,800.0,5047
2249,0,1,3.9,1763,28,4,899,1300.0,5047
2251,1,1,4.1,1538,28,20,165,1000.0,5047
2252,1,0,4.1,954,28,20,1614,400.0,5047
2253,1,1,4.1,585,28,21,688,1200.0,5047
2254,1,0,4.2,374,28,20,266,750.0,5047
2255,1,1,4.2,1028,28,21,614,1100.0,5047
2256,1,1,4.1,448,28,20,695,700.0,5047
2257,0,1,4.1,1187,28,26,979,1200.0,5047
2259,1,0,4.0,180,28,20,1214,550.0,5047
2260,1,1,4.0,1010,28,58,882,1300.0,5047
2262,1,0,4.2,230,28,20,1296,1000.0,5047
2264,1,1,4.1,842,28,21,1546,1100.0,5047
2265,1,1,4.1,1320,28,20,1222,1200.0,5047
2266,1,1,4.0,790,28,20,696,1300.0,5047
2267,0,0,3.8,915,28,20,1156,600.0,5047
2268,1,1,3.8,756,28,20,1156,1000.0,5047
2269,1,0,3.9,34,28,20,1091,750.0,5047
2270,1,1,4.0,347,28,20,1295,1000.0,5047
2271,1,1,4.1,293,28,20,938,500.0,5047
2272,1,0,3.9,347,28,20,609,600.0,5047
2273,1,0,4.1,587,28,20,558,700.0,5047
2274,1,0,4.0,1306,28,20,625,750.0,5047
2275,0,1,4.1,466,28,20,1064,700.0,5047
2276,0,0,4.0,129,28,62,1589,300.0,5047
2277,1,0,3.7,217,28,20,1423,500.0,5047
2278,0,0,3.8,115,28,62,1209,350.0,5047
2279,0,0,3.8,59,28,20,1423,400.0,5047
2280,0,0,3.7,535,28,20,1304,950.0,5047
2281,0,0,3.8,228,28,62,1250,400.0,5047
2282,1,0,3.9,178,28,20,1589,450.0,5047
2283,1,1,3.9,727,28,13,416,800.0,5047
2284,1,0,3.7,243,28,20,286,450.0,5047
2287,0,0,4.1,521,28,13,404,550.0,5047
2288,0,0,2.9,51,28,20,1451,600.0,5047
2292,1,1,4.4,4381,28,22,1468,600.0,5047
2293,0,0,4.0,193,28,20,1555,500.0,5047
2294,0,0,3.8,177,28,62,1366,400.0,5047
2295,0,1,3.9,165,28,20,1592,1000.0,5047
2296,0,0,3.4,97,28,21,1559,1100.0,5047
2297,1,0,3.7,132,28,13,504,400.0,5047
2298,0,0,3.8,82,28,47,1472,1000.0,5047
2300,1,0,3.9,407,28,20,1196,500.0,5047
2301,1,0,3.8,46,28,13,318,450.0,5047
2304,0,0,3.3,177,28,20,1222,950.0,5047
2307,1,0,3.8,146,28,20,521,600.0,5047
2311,1,0,3.1,320,28,20,1384,600.0,5047
2315,0,0,3.4,48,28,13,436,550.0,5047
2317,0,0,2.3,175,28,20,1156,450.0,5047
2319,1,0,3.1,64,28,20,1554,750.0,5047
2320,0,0,3.5,65,28,20,1420,750.0,5047
2323,0,0,3.0,55,28,20,65,800.0,5047
2328,0,0,3.7,48,28,20,1335,800.0,5047
2329,1,0,3.0,57,28,20,604,650.0,5047
2337,1,0,3.7,127,28,13,467,700.0,5047
2339,1,0,2.5,321,28,62,1241,400.0,5047
2342,1,0,3.9,92,28,62,1602,300.0,5047
2345,0,0,3.9,115,28,62,1547,200.0,5047
2346,1,0,3.9,386,28,62,1476,600.0,5047
2347,1,0,3.3,212,28,62,236,350.0,5047
2350,0,0,2.9,231,28,30,793,800.0,5047
2391,1,0,3.9,62,28,62,324,300.0,5047
2393,1,1,4.1,612,0,21,141,1500.0,5047
2394,1,0,4.0,827,0,20,1490,500.0,5047
2396,1,0,3.9,362,0,20,1156,600.0,5047
2397,1,0,3.7,135,0,20,1196,500.0,5047
2398,1,0,4.0,244,0,62,202,400.0,5047
2399,1,0,3.0,102,0,20,1589,600.0,5047
2401,1,0,3.7,115,0,20,565,550.0,5047
2402,1,0,4.2,465,0,62,1179,300.0,5047
2404,1,0,3.9,173,0,62,1461,250.0,5047
2407,1,0,4.1,83,0,62,856,400.0,5047
2411,1,0,4.0,107,0,62,1156,300.0,5047
2417,0,0,3.7,28,0,20,1196,500.0,5047
2419,1,0,3.7,194,0,62,1156,400.0,5047
2437,0,0,2.7,76,0,62,1196,500.0,5047
2438,0,0,2.6,75,0,62,1438,400.0,5047
2445,1,0,2.9,126,0,62,565,300.0,5047
2459,1,0,3.9,435,0,20,197,650.0,5047
2460,1,0,2.9,255,0,62,1156,250.0,5047
2464,1,1,4.4,2488,3,57,1343,900.0,5047
2465,1,1,4.4,2237,3,21,744,1200.0,5047
2466,1,1,3.9,1337,3,46,7,1700.0,5047
2467,1,1,3.9,681,3,20,1274,800.0,5047
2469,0,0,4.5,2781,28,21,1170,1200.0,5047
2470,1,1,4.4,4312,28,52,625,1600.0,5047
2471,0,1,3.9,1763,28,4,899,1300.0,5047
2472,1,1,4.1,585,28,21,688,1200.0,5047
2473,0,1,4.1,1187,28,26,979,1200.0,5047
2474,1,1,4.0,1010,28,58,882,1300.0,5047
2475,1,1,4.1,842,28,21,1546,1100.0,5047
2476,0,0,3.4,97,28,21,1559,1100.0,5047
2479,1,1,4.1,612,0,21,141,1500.0,5047
2480,1,1,4.2,2022,30,20,1416,1000.0,5047
2482,0,0,3.8,166,4,20,1406,600.0,5047
2483,1,0,3.8,286,4,20,1156,600.0,5047
2485,0,1,4.1,2303,30,20,1196,950.0,5047
2486,1,1,4.1,2339,30,20,1206,1500.0,5047
2487,1,0,4.4,4884,30,20,1402,750.0,2096
2488,1,1,4.1,775,1,20,1386,800.0,5047
2490,1,0,3.8,918,1,16,484,800.0,1684
2491,1,0,3.8,74,85,20,672,1000.0,4132
2492,1,0,4.1,139,30,20,1277,550.0,5047
2493,0,1,3.8,176,30,20,1158,1350.0,5047
2494,1,1,3.8,584,30,20,1381,1200.0,5047
2495,0,1,4.3,633,30,16,413,800.0,5047
2496,0,1,4.1,102,30,13,379,800.0,5047
2497,1,1,4.6,1755,4,22,1468,600.0,5047
2498,1,0,3.9,240,4,13,332,700.0,5047
2499,0,0,3.8,148,4,22,1194,550.0,5047
2500,1,0,4.0,219,4,13,455,600.0,5047
2501,1,0,4.1,216,4,13,391,500.0,5047
2502,1,0,3.7,514,4,13,458,600.0,5047
2503,1,0,3.4,58,4,13,436,400.0,5047
2505,1,1,4.3,1252,30,22,922,800.0,5047
2506,0,0,4.2,704,30,13,332,500.0,5047
2507,1,0,4.1,796,30,13,437,400.0,5047
2508,0,1,4.2,731,30,13,393,800.0,5047
2510,0,0,4.2,223,30,13,501,800.0,5047
2511,0,0,4.1,707,30,13,445,850.0,5047
2512,1,0,4.2,261,30,13,389,700.0,5047
2513,1,1,4.2,150,1,13,462,600.0,1391
2514,1,1,4.2,1901,30,13,423,800.0,5047
2515,1,0,4.0,324,1,13,462,700.0,5047
2516,1,0,4.6,228,30,13,359,400.0,5047
2517,1,0,4.2,504,1,13,485,550.0,5047
2518,1,0,4.1,130,30,13,473,650.0,5047
2519,0,0,4.1,108,30,13,427,700.0,5047
2520,1,0,3.8,918,1,16,484,800.0,5047
2521,1,0,3.8,90,1,13,332,650.0,5047
2524,1,0,3.8,144,1,13,533,700.0,5047
2525,0,0,3.8,46,30,13,332,400.0,5047
2527,0,0,4.0,62,30,13,332,150.0,5047
2528,1,1,3.9,291,30,13,368,650.0,5047
2529,0,0,3.2,59,30,16,436,550.0,5047
2531,1,0,2.9,62,30,65,548,650.0,5047
2534,1,0,2.6,157,30,13,346,450.0,5047
2540,0,0,3.7,168,30,13,437,400.0,5047
2542,1,0,4.6,143,42,29,930,500.0,5047
2543,1,0,3.9,627,1,29,923,450.0,1924
2545,1,0,4.1,414,30,62,330,500.0,5047
2546,1,0,4.2,95,30,11,214,400.0,5047
2547,1,0,4.4,4884,30,20,1402,750.0,5047
2548,1,0,4.0,771,1,20,1589,450.0,5047
2549,1,0,4.2,64,4,62,1510,500.0,5047
2550,1,0,4.1,233,4,62,1628,200.0,5047
2551,1,0,3.8,505,1,62,322,450.0,669
2552,1,0,4.1,201,1,62,1597,300.0,4837
2553,1,0,4.0,774,42,20,238,800.0,5047
2554,1,0,3.7,125,28,62,1177,250.0,5047
2556,1,0,3.8,540,4,20,1353,650.0,5047
2557,1,0,3.7,176,4,62,1507,600.0,5047
2559,1,0,4.1,296,30,62,1569,200.0,5047
2560,1,0,3.6,91,28,72,298,500.0,5047
2561,1,0,3.8,133,4,62,1636,200.0,4542
2562,1,1,4.2,354,1,20,151,800.0,631
2563,1,0,3.6,518,28,20,1589,400.0,5047
2564,1,0,4.3,792,30,62,84,300.0,5047
2568,1,0,4.2,504,1,13,485,550.0,921
2569,1,0,4.1,1720,4,62,1355,400.0,5047
2570,1,0,3.7,107,4,9,221,150.0,4868
2571,1,0,3.9,55,0,62,235,300.0,5047
2572,1,0,3.2,395,30,62,1196,300.0,5047
2573,1,0,4.0,78,30,62,1079,100.0,5047
2574,1,0,4.0,332,28,62,1589,300.0,5047
2575,1,0,4.0,1975,28,20,294,800.0,5047
2576,1,0,4.0,618,30,20,288,750.0,5047
2577,1,0,3.3,261,73,20,1196,500.0,5047
2578,1,0,4.0,253,30,30,773,300.0,5047
2582,1,0,3.9,750,4,20,1277,500.0,5047
2584,1,1,4.6,2556,1,22,1468,600.0,5047
2586,1,0,3.9,210,30,11,778,400.0,5047
2587,1,0,3.8,71,4,30,959,400.0,5047
2588,1,0,3.9,230,1,29,235,650.0,1999
2590,1,0,4.2,444,4,62,1547,100.0,5047
2591,1,0,4.3,630,30,62,1454,200.0,5047
2592,1,1,4.1,175,30,20,1591,500.0,5047
2594,1,0,3.9,441,1,62,1592,400.0,5047
2596,1,1,4.1,2723,0,20,296,800.0,5047
2597,1,0,3.8,693,1,20,1474,750.0,5047
2599,1,0,4.4,4401,30,20,286,600.0,5047
2601,1,0,3.9,172,1,29,1465,750.0,2181
2602,1,0,3.9,319,3,20,1196,650.0,5047
2604,1,0,3.7,170,28,62,862,200.0,5047
2606,1,0,3.2,208,30,12,1652,250.0,5047
2607,1,0,4.1,163,4,62,684,500.0,5047
2609,1,0,3.7,97,30,62,1386,350.0,5047
2610,1,0,4.2,415,1,62,1190,500.0,1022
2611,1,1,3.9,291,30,13,368,650.0,5047
2612,1,0,4.2,1647,1,20,609,600.0,5047
2613,1,1,4.1,364,30,20,1665,1200.0,5047
2614,1,0,3.8,70,1,62,1547,100.0,5047
2615,1,0,3.5,80,1,62,1670,250.0,5047
2616,1,0,3.9,264,1,62,1547,200.0,5047
2617,1,0,4.0,166,30,62,1589,400.0,5047
2618,1,0,3.9,134,30,62,1647,400.0,5047
2620,1,0,4.1,364,4,20,1566,550.0,5047
2621,1,0,4.2,449,30,13,362,400.0,5047
2622,1,0,3.9,56,4,30,773,400.0,5047
2623,1,0,3.9,148,30,62,1121,400.0,5047
2624,1,0,4.0,53,1,29,1113,600.0,1502
2625,1,1,4.2,2115,1,20,1481,800.0,5047
2626,1,0,3.9,67,30,62,817,200.0,5047
2627,1,0,4.2,287,1,62,1156,350.0,5047
2628,1,0,3.6,84,1,62,1589,250.0,5047
2629,1,1,4.2,2171,28,60,10,1200.0,5047
2632,1,1,4.2,1428,28,20,64,800.0,5047
2635,1,0,3.7,93,4,62,1628,200.0,1735
2636,1,1,3.9,1227,3,20,116,900.0,5047
2637,1,0,4.1,164,30,62,256,400.0,5047
2638,1,0,3.8,577,30,20,1421,900.0,432
2644,1,1,4.2,166,30,20,924,800.0,3880
2645,1,0,3.5,32,1,62,1486,150.0,5047
2647,1,0,3.9,104,30,62,817,200.0,4636
2648,1,0,3.9,38,1,30,949,150.0,5047
2649,1,0,4.5,155,30,9,228,300.0,5047
2650,1,1,4.2,3227,0,25,1156,1600.0,5047
2651,1,0,2.8,109,73,20,616,500.0,5047
2652,1,0,3.7,662,28,20,201,650.0,304
2653,1,1,4.5,784,0,20,716,800.0,5047
2654,1,0,3.0,73,73,20,1156,500.0,4607
2656,1,0,3.9,85,28,62,1490,300.0,2906
2661,1,0,4.3,659,30,30,181,500.0,5047
2662,1,0,3.8,152,30,30,773,350.0,5047
2663,1,0,4.1,337,30,62,547,300.0,5047
2667,1,0,4.2,191,4,62,1636,250.0,3958
2668,1,0,4.0,108,30,62,329,500.0,5047
2670,1,0,4.1,438,30,30,791,500.0,5047
2679,1,0,3.9,49,30,62,1587,200.0,5047
2682,1,0,3.6,276,4,62,322,500.0,5047
2683,1,1,4.2,1539,0,20,1054,800.0,5047
2685,1,1,4.1,1063,30,21,987,1200.0,5047
2690,1,0,3.6,195,30,20,597,800.0,5047
2691,1,0,3.9,211,30,20,840,500.0,5047
2692,1,0,4.3,860,1,30,789,500.0,5047
2693,1,0,4.2,289,3,62,6,400.0,5047
2696,1,0,4.2,146,1,9,215,400.0,5047
2699,1,0,4.2,169,28,13,361,600.0,5047
2706,1,0,3.9,134,30,62,866,350.0,5047
